entry,video,user_name,age,gender_id,country,movementyears,numvideos,whichvideos,overall,reason,ave_valence,stdev_valence,valence,ave_arousal,stdev_arousal,arousal,segment_id,start_time,end_time,laban_effort,emotion,body,cluster
75,8,12,29,M,USA,10,,,"boredom, uncomfortability",the monotonousa motions lead me to believe the character in the video is mildly excited. the action of the hands coming together and wriggling around one another appears to be a movement showing the unsatisfactory emotional response to a situation that appears boring. the swaying of the body accompanied by the twisting of the neck shows curiosity.,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,126,16.65,19.25,Glide,bored,torso,5
75,8,12,29,M,USA,10,,,"boredom, uncomfortability",the monotonousa motions lead me to believe the character in the video is mildly excited. the action of the hands coming together and wriggling around one another appears to be a movement showing the unsatisfactory emotional response to a situation that appears boring. the swaying of the body accompanied by the twisting of the neck shows curiosity.,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,127,19.68,29.81,Float,curious,arms feet head legs,4
75,8,12,29,M,USA,10,,,"boredom, uncomfortability",the monotonousa motions lead me to believe the character in the video is mildly excited. the action of the hands coming together and wriggling around one another appears to be a movement showing the unsatisfactory emotional response to a situation that appears boring. the swaying of the body accompanied by the twisting of the neck shows curiosity.,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,128,30.59,31.4,Float,uncomfortable,all,2
75,8,57,60,M,Germany,0,,,"impatience, disagreement",small movements,-0.988095238,1.484815088,-4,3.44047619,1.751771499,4,164,0,21,Wring,impatience,hands primarily,3
75,8,57,60,M,Germany,0,,,"impatience, disagreement",small movements,-0.988095238,1.484815088,-4,3.44047619,1.751771499,4,165,21,27,Float,obstinence,arms legs shoulders,4
75,8,57,60,M,Germany,0,,,"impatience, disagreement",small movements,-0.988095238,1.484815088,-4,3.44047619,1.751771499,4,166,27,31,Glide,disagreement,arms head,2
80,8,42,31,F,Canada,10,,,impatience,movements were small and fidgety,-0.988095238,1.484815088,-2,3.44047619,1.751771499,2,189,0,15,Dab,impatient nervous,feet hands,3
80,8,42,31,F,Canada,10,,,impatience,movements were small and fidgety,-0.988095238,1.484815088,-2,3.44047619,1.751771499,2,190,15,30,Flick,confused unimpressed,head hips,4
80,8,26,59,F,USA,5,,,"being yelled at, ashamed, then angry at being berated",movements were not strongly demonstrated,-0.988095238,1.484815088,-3,3.44047619,1.751771499,4,200,2.5,13.26,Wring,shame embarrassment,hands,3
80,8,26,59,F,USA,5,,,"being yelled at, ashamed, then angry at being berated",movements were not strongly demonstrated,-0.988095238,1.484815088,-3,3.44047619,1.751771499,4,201,17.39,18.75,Wring,shame,arms hands head,5
80,8,26,59,F,USA,5,,,"being yelled at, ashamed, then angry at being berated",movements were not strongly demonstrated,-0.988095238,1.484815088,-3,3.44047619,1.751771499,4,202,19.62,24.75,Glide,shame,head hips,4
80,8,26,59,F,USA,5,,,"being yelled at, ashamed, then angry at being berated",movements were not strongly demonstrated,-0.988095238,1.484815088,-3,3.44047619,1.751771499,4,203,27.24,28.27,Float,embarrassment,arms head hips,2
80,8,26,59,F,USA,5,,,"being yelled at, ashamed, then angry at being berated",movements were not strongly demonstrated,-0.988095238,1.484815088,-3,3.44047619,1.751771499,4,204,29.52,31.45,Glide, ,arms head hips,2
80,8,26,59,F,USA,5,,,"being yelled at, ashamed, then angry at being berated",movements were not strongly demonstrated,-0.988095238,1.484815088,-3,3.44047619,1.751771499,4,205,14.4,15.19,Wring,anger,hands head,5
80,8,44,26,F,USA,0,,,bored,"by playing with his hands, the person looks bored and vaguely uncomfortable",-0.988095238,1.484815088,0,3.44047619,1.751771499,1,300,3.39,15.4,Flick,bored,arms hands,3
80,8,44,26,F,USA,0,,,bored,"by playing with his hands, the person looks bored and vaguely uncomfortable",-0.988095238,1.484815088,0,3.44047619,1.751771499,1,301,15.83,19.68,Press,bored,arms hands,5
80,8,44,26,F,USA,0,,,bored,"by playing with his hands, the person looks bored and vaguely uncomfortable",-0.988095238,1.484815088,0,3.44047619,1.751771499,1,302,31.4,31.4,Press,bored,arms hands,2
88,8,45,25,M,UK,0,,,"confusion, potential embarrassment or mild anxiety","small movements, indecisive movements which are occasionally corrected or which do not flow into other movements.",-0.988095238,1.484815088,-2,3.44047619,1.751771499,1,338,1.28,3.85,Flick,concentrated,fingers,1
88,8,45,25,M,UK,0,,,"confusion, potential embarrassment or mild anxiety","small movements, indecisive movements which are occasionally corrected or which do not flow into other movements.",-0.988095238,1.484815088,-2,3.44047619,1.751771499,1,339,9.34,16.33,Dab,confused,foot hands,5
88,8,45,25,M,UK,0,,,"confusion, potential embarrassment or mild anxiety","small movements, indecisive movements which are occasionally corrected or which do not flow into other movements.",-0.988095238,1.484815088,-2,3.44047619,1.751771499,1,340,20.46,22.75,Flick,reflective,head head,4
88,8,16,20,F,USA,0,,,boredom,"unconsciousa-seeming hand movement, slight swaying; feels like something i do when i'm bored but can't do anything else",-0.988095238,1.484815088,0,3.44047619,1.751771499,3,400,4.05,14.26,Wring,impatience,hands,3
96,8,16,20,F,USA,0,,,boredom,"unconsciousa-seeming hand movement, slight swaying; feels like something i do when i'm bored but can't do anything else",-0.988095238,1.484815088,0,3.44047619,1.751771499,3,401,15.83,17.1,Wring,impatience,hands,5
96,8,16,20,F,USA,0,,,boredom,"unconsciousa-seeming hand movement, slight swaying; feels like something i do when i'm bored but can't do anything else",-0.988095238,1.484815088,0,3.44047619,1.751771499,3,402,17.53,19.11,Glide,boredom,torso,5
96,8,16,20,F,USA,0,,,boredom,"unconsciousa-seeming hand movement, slight swaying; feels like something i do when i'm bored but can't do anything else",-0.988095238,1.484815088,0,3.44047619,1.751771499,3,403,14.85,14.85,Float,indifference,hands,5
107,8,59,29,F,USA,0,,,"Boredom, Curiosity, Impatience",Mild nature of the movements,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,120,16.36,16.43,Press,patience,arms hands,5
77,8,59,29,F,USA,0,,,"Boredom, Curiosity, Impatience",Mild nature of the movements,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,120,28.12,28.26,Float,impatience,legs torso,2
77,8,59,29,F,USA,0,,,"Boredom, Curiosity, Impatience",Mild nature of the movements,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,120,31.4,31.4,Wring,curiosity,arms hips,2
77,8,60,28,F,USA,25,,,"Looks like the person is having a bit of a difficult discussion. Deeply focused, nervous or defensive at one point, then confused or caught off guard a bit, then back to intently listening (pensive)",Not much movement. Seems like they are taking cues from someone else (actions are reactionary) ,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,131,1,3,Float,pensive,arms hands legs,1
77,8,60,28,F,USA,25,,,"Looks like the person is having a bit of a difficult discussion. Deeply focused, nervous or defensive at one point, then confused or caught off guard a bit, then back to intently listening (pensive)",Not much movement. Seems like they are taking cues from someone else (actions are reactionary) ,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,131,3.15,3.19,Float,hesitant or nervous,arms legs,1
77,8,60,28,F,USA,25,,,"Looks like the person is having a bit of a difficult discussion. Deeply focused, nervous or defensive at one point, then confused or caught off guard a bit, then back to intently listening (pensive)",Not much movement. Seems like they are taking cues from someone else (actions are reactionary) ,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,131,14,15,Flick,nervous but still focused,hands legs,5
77,8,60,28,F,USA,25,,,"Looks like the person is having a bit of a difficult discussion. Deeply focused, nervous or defensive at one point, then confused or caught off guard a bit, then back to intently listening (pensive)",Not much movement. Seems like they are taking cues from someone else (actions are reactionary) ,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,131,19,21,Press,confused,arms head,5
77,8,60,28,F,USA,25,,,"Looks like the person is having a bit of a difficult discussion. Deeply focused, nervous or defensive at one point, then confused or caught off guard a bit, then back to intently listening (pensive)",Not much movement. Seems like they are taking cues from someone else (actions are reactionary) ,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,131,29,30,Press,pensive,legs,2
77,8,60,28,F,USA,25,,,"Looks like the person is having a bit of a difficult discussion. Deeply focused, nervous or defensive at one point, then confused or caught off guard a bit, then back to intently listening (pensive)",Not much movement. Seems like they are taking cues from someone else (actions are reactionary) ,-0.988095238,1.484815088,-1,3.44047619,1.751771499,2,131,30,31,Float,focused pensive,arms hands,2
69,8,36,30,M,USA,0,4,3 10 12 ,"indifference, anger","there is arm movement to suggest anger and then there is no movement, which signals a calm or possibly an indifference to that which upset the person",-0.988095238,1.484815088,-3,3.44047619,1.751771499,7,347,0,23,Float,neutral,arms,3
69,8,36,30,M,USA,0,4,3 10 12 ,"indifference, anger","there is arm movement to suggest anger and then there is no movement, which signals a calm or possibly an indifference to that which upset the person",-0.988095238,1.484815088,-3,3.44047619,1.751771499,7,348,24,29,Slash,upset incredulous,arms head,4
69,8,36,30,M,USA,0,4,3 10 12 ,"indifference, anger","there is arm movement to suggest anger and then there is no movement, which signals a calm or possibly an indifference to that which upset the person",-0.988095238,1.484815088,-3,3.44047619,1.751771499,7,349,29,31,Float,neutral,arms,2
116,8,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anxiousness, nervousness, possibly defensiveness",interplay of fingers suggest anxiousness/nervousness; body stance also suggests anxiousness,-0.988095238,1.484815088,-2,3.44047619,1.751771499,6,120,2.91,11.69,Wring,nervous,arms fingers legs,3
116,8,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anxiousness, nervousness, possibly defensiveness",interplay of fingers suggest anxiousness/nervousness; body stance also suggests anxiousness,-0.988095238,1.484815088,-2,3.44047619,1.751771499,6,121,15.69,31.4,Wring,nervous,arms fingers legs,4
77,9,33,31,M,USA,5,4,3 9 10 ,nervousness and some hurt,subtle movements without much force,0.511904762,1.166748624,-2,4.44047619,1.417202322,3,56,2.5,14.12,Wring,shy nervousness,fingers hands,
77,9,33,31,M,USA,5,4,3 9 10 ,nervousness and some hurt,subtle movements without much force,0.511904762,1.166748624,-2,4.44047619,1.417202322,3,57,15.12,15.78,Flick,hurt,arms hands,
77,9,33,31,M,USA,5,4,3 9 10 ,nervousness and some hurt,subtle movements without much force,,,-2,,,3,58,17.04,18.75,Glide,nervous,head hips,
77,9,33,31,M,USA,5,4,3 9 10 ,nervousness and some hurt,subtle movements without much force,,,-2,,,3,59,19.25,24.1,Float,denial hurt,arms head legs,
89,9,33,31,M,USA,5,4,3 9 10 ,nervousness and some hurt,subtle movements without much force,,,-2,,,3,60,28.93,30.4,Wring,denial,head hips,
101,9,6,55,F,USA,0,6,4 9 11 12 1 ,"nervous, anxious, curious, calm","slow movements, lack of movement overall",,,1,,,5,197,3.3,3.47,Dab,nervous,fingers,
115,9,6,55,F,USA,0,6,4 9 11 12 1 ,"nervous, anxious, curious, calm","slow movements, lack of movement overall",,,1,,,5,198,15.49,19.47,Glide,anxious,hips,
115,9,6,55,F,USA,0,6,4 9 11 12 1 ,"nervous, anxious, curious, calm","slow movements, lack of movement overall",,,1,,,5,199,20.04,23.82,Float,curious,head,
115,9,6,55,F,USA,0,6,4 9 11 12 1 ,"nervous, anxious, curious, calm","slow movements, lack of movement overall",,,1,,,5,200,31.4,31.4,Glide,calm,hipsall,
115,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,250,1.33,2.68,Float,interest,arms hands head hips,
115,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,251,3.79,5.58,Glide,explaining patience,arms hands head legs,
115,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,252,6.73,7.69,Float,contemplation,arms hands hips,
22,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,253,11.87,14.48,Slash,sigh ,arms hands torso,
22,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,254,14.88,15.81,Dab,anxiety thinking,arms fingers hands hips,
22,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,255,16.01,16.93,Flick,surprised interested,arms hands head hips legs,
22,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,256,17.56,18.7,Float,calm,arms hands head hips legs,
36,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,257,19.93,21.18,Glide,pensive,arms hands head,
36,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,258,21.62,23.18,Flick,explaining,arms hands head legs,
44,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,259,23.69,24.45,Glide,calm,arms hips legs,
44,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,260,24.89,25.83,Dab,explaining thinking,arms hands head hips legs,
47,9,35,30,F,USA,0,4,1 9 12 ,"interest, contemplation, patience, anxiety, thinking, surprise, calm","i honestly don't, but based on personal experience, watching people, and having a tendency to talk with my hands, this is what i think",,,1,,,4,261,27.87,28.8,Slash,sigh ,arms fingers hands torso,
47,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,296,2.2,2.34,Float,he expresses some nonchalant confidence,arms hands head shoulder,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,297,3.32,3.44,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,298,4.81,4.91,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,299,6.09,6.2,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,300,8.42,8.52,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,301,12.95,14.97,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,302,15.24,15.83,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,303,16,17.4,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,304,18.52,19.4,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,305,21.13,22.53,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,306,22.83,23.4,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,307,23.5,24.03,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,308,24.46,24.92,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,309,25.53,26.54,Float,presentational,,
52,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,310,27.06,27.49,Float,presentational,,
60,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,311,27.63,28.33,Float,presentational,,
60,9,19,24,M,France,7,4,2 9 10 ,confidence cool ,not sure,,,0,,,6,312,29.25,29.25,Float,presentational,,
60,9,20,32,M,USA,0,5,2 11 12 9 ,relief,intuitive interpretation,,,1,,,6,327,3.71,14.33,Wring,nervous,hands shoulders,
60,9,20,32,M,USA,0,5,2 11 12 9 ,relief,intuitive interpretation,,,1,,,6,328,15.12,16.19,Flick,dismissive,arms hands,
67,9,20,32,M,USA,0,5,2 11 12 9 ,relief,intuitive interpretation,,,1,,,6,329,16.97,18.9,Wring,nervous,hands shoulders,
67,9,20,32,M,USA,0,5,2 11 12 9 ,relief,intuitive interpretation,,,1,,,6,330,19.75,24.46,Glide,relief,arms shoulders,
78,9,55,30,M,USA,5,,,jusatification of this person's feelings or ideas,not moving dramatically but seems like they're trying to make a point by explaining something,,,-1,,,2,307,1,7,Float,explanation,arms hips legs,
78,9,55,30,M,USA,5,,,jusatification of this person's feelings or ideas,not moving dramatically but seems like they're trying to make a point by explaining something,,,-1,,,2,308,11,12,Flick,surrender,arms hips,
78,9,55,30,M,USA,5,,,jusatification of this person's feelings or ideas,not moving dramatically but seems like they're trying to make a point by explaining something,,,-1,,,2,309,13,17,Press,jusatification,arms head torso,
78,9,55,30,M,USA,5,,,jusatification of this person's feelings or ideas,not moving dramatically but seems like they're trying to make a point by explaining something,,,-1,,,2,310,18,28,Press,jusatification,hips torso,
78,9,56,28,F,USA,0,,,i don't really know what emotion to assign here i would say that this person is trying to express themselves and be heard / understood,"shifting weight from one leg to another, hand and arm gestures, and head looking around to gauge reactions",,,0,,,3,344,2.16,7.38,Float,explanation (not really an emotion but closest i can think of),arms hands head shoulders,
78,9,56,28,F,USA,0,,,i don't really know what emotion to assign here i would say that this person is trying to express themselves and be heard / understood,"shifting weight from one leg to another, hand and arm gestures, and head looking around to gauge reactions",,,0,,,3,345,12.61,14.6,Float,explanation (not really an emotion but closest i can think of),arms hands head shoulders,
78,9,56,28,F,USA,0,,,i don't really know what emotion to assign here i would say that this person is trying to express themselves and be heard / understood,"shifting weight from one leg to another, hand and arm gestures, and head looking around to gauge reactions",,,0,,,3,346,19.53,39.68,Float,explanation (not really an emotion but closest i can think of),arms hands head shoulders,
78,9,56,28,F,USA,0,,,i don't really know what emotion to assign here i would say that this person is trying to express themselves and be heard / understood,"shifting weight from one leg to another, hand and arm gestures, and head looking around to gauge reactions",,,0,,,3,347,8.37,10.71,Float,waiting observing,arms hands head shoulders,
78,9,16,20,F,USA,0,,,"interest, polite disagreement, expression",the arm and head movements look like someone participating in a conversation,,,0,,,5,407,2.34,3.87,Float,contradictory,arms hands legs,
78,9,16,20,F,USA,0,,,"interest, polite disagreement, expression",the arm and head movements look like someone participating in a conversation,,,0,,,5,408,4.41,9.09,Float,interest,arms head torso,
90,9,16,20,F,USA,0,,,"interest, polite disagreement, expression",the arm and head movements look like someone participating in a conversation,,,0,,,5,409,21.23,22.4,Float,interest,arms hands,
90,9,16,20,F,USA,0,,,"interest, polite disagreement, expression",the arm and head movements look like someone participating in a conversation,,,0,,,5,410,24.65,28.25,Float,interest,arms hands,
90,9,16,20,F,USA,0,,,"interest, polite disagreement, expression",the arm and head movements look like someone participating in a conversation,,,0,,,5,411,29.06,37.34,Glide,involvement,arms,
90,9,16,20,F,USA,0,,,"interest, polite disagreement, expression",the arm and head movements look like someone participating in a conversation,,,0,,,5,412,9.63,13.79,Wring,receptive,hands legs torso,
102,10,33,31,M,USA,5,4,3 9 10 ,"confidence, then nervousness","very mild movements, and static postures",0.023809524,2.029755701,2,4.321428571,1.614398424,2,61,0.2,0.95,Dab,confidence,arm,
102,10,33,31,M,USA,5,4,3 9 10 ,"confidence, then nervousness","very mild movements, and static postures",,,2,,,2,62,1.91,6.68,Float,calm,arms hips,
102,10,33,31,M,USA,5,4,3 9 10 ,"confidence, then nervousness","very mild movements, and static postures",,,2,,,2,63,12.55,13.37,Slash,emphatic confidence,arms head,
102,10,33,31,M,USA,5,4,3 9 10 ,"confidence, then nervousness","very mild movements, and static postures",,,2,,,2,64,20.67,28.37,Wring,nervousness,hands head,
102,10,2,26,M,USA,0,5,1 9 10 2 ,"content, calm, engaged","by the way that he is, as well as the lack of perceived energy in his (obviousaly a guy not a girl, go trump) movement. movement is perceived as fluid, relatively subtle in comparison to the previousa videos, calm and in control",,,2,,,2,92,3.28,3.28,Float,engaged calm,arms head legs,
102,10,2,26,M,USA,0,5,1 9 10 2 ,"content, calm, engaged","by the way that he is, as well as the lack of perceived energy in his (obviousaly a guy not a girl, go trump) movement. movement is perceived as fluid, relatively subtle in comparison to the previousa videos, calm and in control",,,2,,,2,93,15.57,15.57,Float,engaged calm,arms head legs,
116,10,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anxiousness, nervousness, possibly defensiveness",interplay of fingers suggest anxiousness/nervousness; body stance also suggests anxiousness,,,-2,,,6,120,2.91,11.69,Wring,nervous,arms fingers legs,
116,10,49,58,F,Taiwan,0,6,4 9 11 10 12 ,"anxiousness, nervousness, possibly defensiveness",interplay of fingers suggest anxiousness/nervousness; body stance also suggests anxiousness,,,-2,,,6,121,15.69,31.4,Wring,nervous,arms fingers legs,
116,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,129,2.29,3.35,Float,openness,arms hands,
24,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,130,3.47,4.95,Flick,pondering,arms hands,
24,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,131,5.01,7.4,Press,acknowledgement confidence,arms hands,
24,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,132,7.45,10.4,Glide,pondering questioning,head,
39,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,133,10.57,13.5,Slash,relief,arms,
39,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,134,13.5,14.3,Press,incompletion,arms,
39,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,135,14.41,16.3,Glide,communicativeness ,arms head,
39,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,136,16.45,17.35,Dab,nervousness,head,
45,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,137,17.44,18.75,Punch,confidence,arms head,
45,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,138,18.86,21.08,Press,assertion,arms head,
45,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,139,21.12,22.45,Float,assertion,arms,
48,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,140,22.57,23.7,Flick,assertion with doubt,arms head,
53,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,141,23.77,25.3,Float,slight agitation,head legs,
53,10,18,31,M,USA,0,4,2 10 11 ,"confidence, nervousness, agitation, conviction, assertion, relief, pondering",subtle movements,,,2,,,5,142,25.46,28,Wring,conviction sharing fulfillment,arms,
53,10,4,29,F,USA,26,4,1 10 11 ,calm but aggrivated,"the shifting of weight indicates a level of discomfort, and the forceful and and reactionary movements of the arms indicate ",,,-1,,,2,172,1.66,4.72,Dab,calm conversational,arms hands legs,
53,10,4,29,F,USA,26,4,1 10 11 ,calm but aggrivated,"the shifting of weight indicates a level of discomfort, and the forceful and and reactionary movements of the arms indicate ",,,-1,,,2,173,10,14,Slash,resignation,arms hands,
53,10,4,29,F,USA,26,4,1 10 11 ,calm but aggrivated,"the shifting of weight indicates a level of discomfort, and the forceful and and reactionary movements of the arms indicate ",,,-1,,,2,174,16,24.56,Punch,urgent eager,arms hands,
53,10,4,29,F,USA,26,4,1 10 11 ,calm but aggrivated,"the shifting of weight indicates a level of discomfort, and the forceful and and reactionary movements of the arms indicate ",,,-1,,,2,175,25,29,Dab,aggrivation,arms hands legs,
53,10,32,21,F,USA,15,4,3 10 11 ,"excited, thoughtful, curious, complacent ",flick of the fingers seemed to express excitement while the drop of the arms either seemed out of frusatrating or complacency with the situation at hand. the settling into the hips seemed to be part of the curious or thoughtful emotions. ,,,1,,,5,235,1.46,3.06,Flick,thoughtful,handsfingers,
53,10,32,21,F,USA,15,4,3 10 11 ,"excited, thoughtful, curious, complacent ",flick of the fingers seemed to express excitement while the drop of the arms either seemed out of frusatrating or complacency with the situation at hand. the settling into the hips seemed to be part of the curious or thoughtful emotions. ,,,1,,,5,236,3.72,5.8,Flick,excited,arm fingers hands,
62,10,32,21,F,USA,15,4,3 10 11 ,"excited, thoughtful, curious, complacent ",flick of the fingers seemed to express excitement while the drop of the arms either seemed out of frusatrating or complacency with the situation at hand. the settling into the hips seemed to be part of the curious or thoughtful emotions. ,,,1,,,5,237,7.9,10.16,Float,careless ,arms,
62,10,32,21,F,USA,15,4,3 10 11 ,"excited, thoughtful, curious, complacent ",flick of the fingers seemed to express excitement while the drop of the arms either seemed out of frusatrating or complacency with the situation at hand. the settling into the hips seemed to be part of the curious or thoughtful emotions. ,,,1,,,5,238,10.56,11.69,Dab,thoughtful,fingers,
62,10,32,21,F,USA,15,4,3 10 11 ,"excited, thoughtful, curious, complacent ",flick of the fingers seemed to express excitement while the drop of the arms either seemed out of frusatrating or complacency with the situation at hand. the settling into the hips seemed to be part of the curious or thoughtful emotions. ,,,1,,,5,239,12.62,17,Dab,excited,fingers arms,
62,10,32,21,F,USA,15,4,3 10 11 ,"excited, thoughtful, curious, complacent ",flick of the fingers seemed to express excitement while the drop of the arms either seemed out of frusatrating or complacency with the situation at hand. the settling into the hips seemed to be part of the curious or thoughtful emotions. ,,,1,,,5,240,18.8,20.12,Glide,settled,hips,
62,10,32,21,F,USA,15,4,3 10 11 ,"excited, thoughtful, curious, complacent ",flick of the fingers seemed to express excitement while the drop of the arms either seemed out of frusatrating or complacency with the situation at hand. the settling into the hips seemed to be part of the curious or thoughtful emotions. ,,,1,,,5,241,17.4,18,Slash,frustrated,arms,
62,10,62,30,F,USA,25,5,2 10 11 12 ,defensiveness,hands blocking the front of themselves on and off. leaning back/away slightly with torso and hips from whoever they are talking to,,,-1,,,2,332,0,10,Glide,defensiveness,arms hips,
69,10,7,29,M,USA,1,4,1 9 10 ,seems like he's explaining something without much emotion behind it. knowledgeable perhaps?,people move a lot when they're talking about something they know about in my experience. maybe that's what's happening here?,,,0,,,3,364,3.59,7.73,Flick,calm,arms,
77,10,43,60,F,USA,0,,,"fretfulness, ","body stays in one place, hand movements close to body with quick changes, rising to heart level twice",,,-2,,,6,259,0,2,Flick,earnest,hands,
77,10,43,60,F,USA,0,,,"fretfulness, ","body stays in one place, hand movements close to body with quick changes, rising to heart level twice",,,-2,,,6,260,3,5,Float,emphatic,hands,
77,10,43,60,F,USA,0,,,"fretfulness, ","body stays in one place, hand movements close to body with quick changes, rising to heart level twice",,,-2,,,6,261,5,7,Dab,focusing,hands,
